# x_path held_b1_THz held_b2_THz held_b3_THz
7.4366377242 6.4298276096 6.4298276096 15.1846128449
7.4739586978 6.6426703503 6.6426703503 15.2996938789
7.5112796713 6.8552976224 6.8552976224 15.3944817429
7.5486006448 7.0676546635 7.0676546635 15.4696014061
7.5859216184 7.2796914714 7.2796914714 15.5256683546
7.6232425919 7.4913610906 7.4913610906 15.5632784409
7.6605635655 7.7026176440 7.7026176440 15.5829984562
7.6978845390 7.9134141563 7.9134141563 15.5853576183
7.7352055126 8.1237002242 8.1237002242 15.5708401561
7.7725264861 8.3334195933 8.3334195933 15.5398791567
7.8098474597 8.5425077046 8.5425077046 15.4928518170
7.8471684332 8.7508892753 8.7508892753 15.4300762190
7.8844894068 8.9584759799 8.9584759799 15.3518097112
7.9218103803 9.1651642958 9.1651642958 15.2582489517
7.9591313539 9.3708335745 9.3708335745 15.1495316266
7.9964523274 9.5753443955 9.5753443955 15.0257398264
8.0337733010 9.7785372530 9.7785372530 14.8869050260
8.0710942745 9.9802316200 9.9802316200 14.7330145839
8.1084152481 10.1802254238 10.1802254238 14.5640196482
8.1457362216 10.3782949595 10.3782949595 14.3798443386
8.1830571952 10.5741952594 10.5741952594 14.1803960562
8.2203781687 10.7676609226 10.7676609226 13.9655767695
8.2576991423 10.9584074058 10.9584074058 13.7352951275
8.2950201158 11.1461327608 11.1461327608 13.4894792619
8.3323410893 11.3305198005 11.3305198005 13.2280901656
8.3696620629 11.5112386642 11.5112386642 12.9511355628
8.4069830364 11.6879497490 11.6879497490 12.6586842376
8.4443040100 11.8603069646 11.8603069646 12.3508808405
8.4816249835 12.0279612687 12.0279612687 12.0279612687
8.5189459571 11.6902688095 12.1905644305 12.1905644305
8.5562669306 11.3382713493 12.3477729728 12.3477729728
8.5935879042 10.9725801003 12.4992522367 12.4992522367
8.6309088777 10.5939704804 12.6446805138 12.6446805138
8.6682298513 10.2034060149 12.7837531897 12.7837531897
8.7055508248 9.8020664267 12.9161868432 12.9161868432
8.7428717984 9.3913814483 13.0417232447 13.0417232447
8.7801927719 8.9730723361 13.1601332005 13.1601332005
8.8175137455 8.5492035766 13.2712201890 13.2712201890
8.8548347190 8.1222477840 13.3748237368 13.3748237368
8.8921556926 7.6951671311 13.4708224858 13.4708224858
8.9294766661 7.2715144500 13.5591369023 13.5591369023
8.9667976397 6.8555556061 13.6397315823 13.6397315823
9.0041186132 6.4524103981 13.7126171110 13.7126171110
9.0414395867 6.0681995546 13.7778514328 13.7778514328
9.0787605603 5.7101667828 13.8355406971 13.8355406971
9.1160815338 5.3867139894 13.8858395435 13.8858395435
9.1534025074 5.1072467860 13.9289507965 13.9289507965
9.1907234809 4.8816945766 13.9651245443 13.9651245443
9.2280444545 4.7195917531 13.9946565820 13.9946565820
9.2653654280 4.6287474742 14.0178862049 14.0178862049
9.3026864016 4.6137983527 14.0351933474 14.0351933474
9.3400073751 4.6751783353 14.0469950711 14.0469950711
9.3773283487 4.8089894017 14.0537414148 14.0537414148
9.4146493222 5.0078420185 14.0559106357 14.0559106357
9.4519702958 5.2622614778 14.0540038784 14.0540038784
9.4892912693 5.5620990326 14.0485393284 14.0485393284
9.5266122429 5.8975748664 14.0400459187 14.0400459187
9.5639332164 6.2598644009 14.0290566777 14.0290566777
9.6012541900 6.6413197004 14.0161018192 14.0161018192
9.6385751635 7.0354658405 14.0017016942 14.0017016942
9.6758961371 7.4368874273 13.9863597369 13.9863597369
9.7132171106 7.8410781030 13.9705555485 13.9705555485
9.7505380841 8.2442912083 13.9547382707 13.9547382707
9.7878590577 8.6434078939 13.9393204067 13.9393204067
9.8251800312 9.0358272045 13.9246722425 13.9246722425
9.8625010048 9.4193771803 13.9111170181 13.9111170181
9.8998219783 9.7922439453 13.8989269829 13.8989269829
9.9371429519 10.1529153251 13.8883204511 13.8883204511
9.9744639254 10.5001358148 13.8794599494 13.8794599494
10.0117848990 10.8328702282 13.8724515190 13.8724515190
10.0491058725 11.1502738975 13.8673452032 13.8673452032
10.0864268461 11.4516677664 13.8641367150 13.8641367150
10.1237478196 11.7365171179 13.8627702470 13.8627702470
10.1610687932 12.0044129945 13.8631423507 13.8631423507
10.1983897667 12.2550556155 13.8651067834 13.8651067834
10.2357107403 12.4882392910 13.8684801927 13.8684801927
10.2730317138 12.7038384828 13.8730484896 13.8730484896
10.3103526874 12.9017947781 13.8785737451 13.8785737451
10.3476736609 13.0821046337 13.8848014353 13.8848014353
10.3849946345 13.2448078191 13.8914678586 13.8914678586
10.4223156080 13.3899765379 13.8983075495 13.8983075495
10.4596365815 13.5177052520 13.9050605204 13.9050605204
10.4969575551 13.6281012575 13.9114791744 13.9114791744
10.5342785286 13.7212760864 13.9173347442 13.9173347442
10.5715995022 13.7973378145 13.9224231309 13.9224231309
10.6089204757 13.8563843650 13.9265700292 13.9265700292
10.6462414493 13.8984978917 13.9296352467 13.9296352467
10.6835624228 13.9237403212 13.9315161412 13.9315161412
10.7208833964 13.9321501175 13.9321501175 13.9321501175
